09:22:41.277 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [AUTH] success
09:22:50.415 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ABH.AS, vpSize 70304, data [ABH.AS, ABH.AS B.V, GBX, XAMS/ENA-MAIN, 102]
09:22:50.415 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ABI.L, vpSize 70304, data [ABI.L, ABI.L London PLC, EUR, XLON/LSE-SETS, 965]
09:22:50.416 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ABI.N, vpSize 70304, data [ABI.N, ABI.N Corporation, EUR, XNGS/NAS-GSM, 34]
09:22:50.416 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ABI.OQ, vpSize 70304, data [ABI.OQ, ABI.OQ Co., USD, XNYS/NYS-MAIN, 184]
09:22:50.416 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ABI.AS, vpSize 70304, data [ABI.AS, ABI.AS B.V, EUR, XAMS/ENA-MAIN, 296]
09:22:50.416 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ABJ.L, vpSize 70304, data [ABJ.L, ABJ.L London PLC, GBX, XLON/LSE-SETS, 435]
09:22:50.511 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [VP] updates 7 for user-0e81f2ed-192e-474f-b41a-b7d342615847 rowSize = 70304
09:22:50.513 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ABH.OQ, vpSize 70304, data [ABH.OQ, ABH.OQ Co., USD, XNYS/NYS-MAIN, 693]
09:22:50.513 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ABH.AS, vpSize 70304, data [ABH.AS, ABH.AS B.V, GBX, XAMS/ENA-MAIN, 102]
09:22:50.514 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ABI.L, vpSize 70304, data [ABI.L, ABI.L London PLC, EUR, XLON/LSE-SETS, 965]
09:22:50.515 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ABI.N, vpSize 70304, data [ABI.N, ABI.N Corporation, EUR, XNGS/NAS-GSM, 34]
09:22:50.516 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ABI.OQ, vpSize 70304, data [ABI.OQ, ABI.OQ Co., USD, XNYS/NYS-MAIN, 184]
09:22:50.517 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ABI.AS, vpSize 70304, data [ABI.AS, ABI.AS B.V, EUR, XAMS/ENA-MAIN, 296]
09:22:50.518 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ABJ.L, vpSize 70304, data [ABJ.L, ABJ.L London PLC, GBX, XLON/LSE-SETS, 435]
09:22:53.889 [vpChangeThread1] INFO  i.v.vuu.client.swing.client.Worker - VP Range Change -> 1684 to 1884 
09:22:53.945 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [VP] Range Resp 1684->1884
09:22:54.013 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [VP] updates 200 for user-0e81f2ed-192e-474f-b41a-b7d342615847 rowSize = 70304
09:22:54.014 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQF.L, vpSize 70304, data [AQF.L, AQF.L London PLC, EUR, XLON/LSE-SETS, 789]
09:22:54.014 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQF.N, vpSize 70304, data [AQF.N, AQF.N Corporation, EUR, XNGS/NAS-GSM, 503]
09:22:54.014 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQF.OQ, vpSize 70304, data [AQF.OQ, AQF.OQ Co., GBX, XNYS/NYS-MAIN, 115]
09:22:54.015 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQF.AS, vpSize 70304, data [AQF.AS, AQF.AS B.V, CAD, XAMS/ENA-MAIN, 455]
09:22:54.015 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQG.L, vpSize 70304, data [AQG.L, AQG.L London PLC, CAD, XLON/LSE-SETS, 528]
09:22:54.015 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQG.N, vpSize 70304, data [AQG.N, AQG.N Corporation, GBX, XNGS/NAS-GSM, 479]
09:22:54.015 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQG.OQ, vpSize 70304, data [AQG.OQ, AQG.OQ Co., USD, XNYS/NYS-MAIN, 978]
09:22:54.015 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQG.AS, vpSize 70304, data [AQG.AS, AQG.AS B.V, CAD, XAMS/ENA-MAIN, 944]
09:22:54.015 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQH.L, vpSize 70304, data [AQH.L, AQH.L London PLC, EUR, XLON/LSE-SETS, 457]
09:22:54.016 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQH.N, vpSize 70304, data [AQH.N, AQH.N Corporation, EUR, XNGS/NAS-GSM, 655]
09:22:54.016 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQH.OQ, vpSize 70304, data [AQH.OQ, AQH.OQ Co., GBX, XNYS/NYS-MAIN, 121]
09:22:54.016 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQH.AS, vpSize 70304, data [AQH.AS, AQH.AS B.V, EUR, XAMS/ENA-MAIN, 759]
09:22:54.016 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQI.L, vpSize 70304, data [AQI.L, AQI.L London PLC, CAD, XLON/LSE-SETS, 542]
09:22:54.016 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQI.N, vpSize 70304, data [AQI.N, AQI.N Corporation, GBX, XNGS/NAS-GSM, 948]
09:22:54.016 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQI.OQ, vpSize 70304, data [AQI.OQ, AQI.OQ Co., USD, XNYS/NYS-MAIN, 492]
09:22:54.016 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQI.AS, vpSize 70304, data [AQI.AS, AQI.AS B.V, EUR, XAMS/ENA-MAIN, 839]
09:22:54.016 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQJ.L, vpSize 70304, data [AQJ.L, AQJ.L London PLC, CAD, XLON/LSE-SETS, 603]
09:22:54.017 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQJ.N, vpSize 70304, data [AQJ.N, AQJ.N Corporation, CAD, XNGS/NAS-GSM, 627]
09:22:54.017 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQJ.OQ, vpSize 70304, data [AQJ.OQ, AQJ.OQ Co., EUR, XNYS/NYS-MAIN, 683]
09:22:54.017 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQJ.AS, vpSize 70304, data [AQJ.AS, AQJ.AS B.V, CAD, XAMS/ENA-MAIN, 34]
09:22:54.017 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQK.L, vpSize 70304, data [AQK.L, AQK.L London PLC, USD, XLON/LSE-SETS, 874]
09:22:54.018 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQK.N, vpSize 70304, data [AQK.N, AQK.N Corporation, USD, XNGS/NAS-GSM, 316]
09:22:54.019 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQK.OQ, vpSize 70304, data [AQK.OQ, AQK.OQ Co., GBX, XNYS/NYS-MAIN, 239]
09:22:54.019 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQK.AS, vpSize 70304, data [AQK.AS, AQK.AS B.V, USD, XAMS/ENA-MAIN, 414]
09:22:54.019 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQL.L, vpSize 70304, data [AQL.L, AQL.L London PLC, GBX, XLON/LSE-SETS, 10]
09:22:54.019 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQL.N, vpSize 70304, data [AQL.N, AQL.N Corporation, CAD, XNGS/NAS-GSM, 51]
09:22:54.019 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQL.OQ, vpSize 70304, data [AQL.OQ, AQL.OQ Co., CAD, XNYS/NYS-MAIN, 746]
09:22:54.019 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQL.AS, vpSize 70304, data [AQL.AS, AQL.AS B.V, CAD, XAMS/ENA-MAIN, 890]
09:22:54.019 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQM.L, vpSize 70304, data [AQM.L, AQM.L London PLC, GBX, XLON/LSE-SETS, 226]
09:22:54.019 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQM.N, vpSize 70304, data [AQM.N, AQM.N Corporation, CAD, XNGS/NAS-GSM, 707]
09:22:54.019 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQM.OQ, vpSize 70304, data [AQM.OQ, AQM.OQ Co., GBX, XNYS/NYS-MAIN, 49]
09:22:54.019 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQM.AS, vpSize 70304, data [AQM.AS, AQM.AS B.V, GBX, XAMS/ENA-MAIN, 919]
09:22:54.020 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQN.L, vpSize 70304, data [AQN.L, AQN.L London PLC, EUR, XLON/LSE-SETS, 844]
09:22:54.020 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQN.N, vpSize 70304, data [AQN.N, AQN.N Corporation, GBX, XNGS/NAS-GSM, 851]
09:22:54.020 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQN.OQ, vpSize 70304, data [AQN.OQ, AQN.OQ Co., EUR, XNYS/NYS-MAIN, 875]
09:22:54.020 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQN.AS, vpSize 70304, data [AQN.AS, AQN.AS B.V, EUR, XAMS/ENA-MAIN, 504]
09:22:54.020 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQO.L, vpSize 70304, data [AQO.L, AQO.L London PLC, USD, XLON/LSE-SETS, 397]
09:22:54.020 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQO.N, vpSize 70304, data [AQO.N, AQO.N Corporation, EUR, XNGS/NAS-GSM, 907]
09:22:54.020 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQO.OQ, vpSize 70304, data [AQO.OQ, AQO.OQ Co., USD, XNYS/NYS-MAIN, 552]
09:22:54.020 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQO.AS, vpSize 70304, data [AQO.AS, AQO.AS B.V, EUR, XAMS/ENA-MAIN, 172]
09:22:54.020 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQP.L, vpSize 70304, data [AQP.L, AQP.L London PLC, USD, XLON/LSE-SETS, 513]
09:22:54.020 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQP.N, vpSize 70304, data [AQP.N, AQP.N Corporation, USD, XNGS/NAS-GSM, 965]
09:22:54.020 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQP.OQ, vpSize 70304, data [AQP.OQ, AQP.OQ Co., CAD, XNYS/NYS-MAIN, 276]
09:22:54.020 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQP.AS, vpSize 70304, data [AQP.AS, AQP.AS B.V, GBX, XAMS/ENA-MAIN, 545]
09:22:54.020 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQQ.L, vpSize 70304, data [AQQ.L, AQQ.L London PLC, USD, XLON/LSE-SETS, 833]
09:22:54.020 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQQ.N, vpSize 70304, data [AQQ.N, AQQ.N Corporation, GBX, XNGS/NAS-GSM, 238]
09:22:54.020 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQQ.OQ, vpSize 70304, data [AQQ.OQ, AQQ.OQ Co., USD, XNYS/NYS-MAIN, 323]
09:22:54.020 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQQ.AS, vpSize 70304, data [AQQ.AS, AQQ.AS B.V, USD, XAMS/ENA-MAIN, 640]
09:22:54.022 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQR.L, vpSize 70304, data [AQR.L, AQR.L London PLC, USD, XLON/LSE-SETS, 526]
09:22:54.023 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQR.N, vpSize 70304, data [AQR.N, AQR.N Corporation, GBX, XNGS/NAS-GSM, 748]
09:22:54.023 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQR.OQ, vpSize 70304, data [AQR.OQ, AQR.OQ Co., GBX, XNYS/NYS-MAIN, 380]
09:22:54.023 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQR.AS, vpSize 70304, data [AQR.AS, AQR.AS B.V, USD, XAMS/ENA-MAIN, 477]
09:22:54.023 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQS.L, vpSize 70304, data [AQS.L, AQS.L London PLC, GBX, XLON/LSE-SETS, 612]
09:22:54.023 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQS.N, vpSize 70304, data [AQS.N, AQS.N Corporation, CAD, XNGS/NAS-GSM, 863]
09:22:54.023 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQS.OQ, vpSize 70304, data [AQS.OQ, AQS.OQ Co., GBX, XNYS/NYS-MAIN, 321]
09:22:54.029 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQS.AS, vpSize 70304, data [AQS.AS, AQS.AS B.V, GBX, XAMS/ENA-MAIN, 686]
09:22:54.029 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQT.L, vpSize 70304, data [AQT.L, AQT.L London PLC, CAD, XLON/LSE-SETS, 434]
09:22:54.030 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQT.N, vpSize 70304, data [AQT.N, AQT.N Corporation, GBX, XNGS/NAS-GSM, 713]
09:22:54.030 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQT.OQ, vpSize 70304, data [AQT.OQ, AQT.OQ Co., CAD, XNYS/NYS-MAIN, 498]
09:22:54.030 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQT.AS, vpSize 70304, data [AQT.AS, AQT.AS B.V, GBX, XAMS/ENA-MAIN, 345]
09:22:54.030 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQU.L, vpSize 70304, data [AQU.L, AQU.L London PLC, GBX, XLON/LSE-SETS, 798]
09:22:54.030 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQU.N, vpSize 70304, data [AQU.N, AQU.N Corporation, GBX, XNGS/NAS-GSM, 160]
09:22:54.030 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQU.OQ, vpSize 70304, data [AQU.OQ, AQU.OQ Co., CAD, XNYS/NYS-MAIN, 319]
09:22:54.030 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQU.AS, vpSize 70304, data [AQU.AS, AQU.AS B.V, USD, XAMS/ENA-MAIN, 408]
09:22:54.030 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQV.L, vpSize 70304, data [AQV.L, AQV.L London PLC, USD, XLON/LSE-SETS, 84]
09:22:54.033 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQV.N, vpSize 70304, data [AQV.N, AQV.N Corporation, GBX, XNGS/NAS-GSM, 929]
09:22:54.033 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQV.OQ, vpSize 70304, data [AQV.OQ, AQV.OQ Co., EUR, XNYS/NYS-MAIN, 397]
09:22:54.033 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQV.AS, vpSize 70304, data [AQV.AS, AQV.AS B.V, USD, XAMS/ENA-MAIN, 301]
09:22:54.033 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQW.L, vpSize 70304, data [AQW.L, AQW.L London PLC, USD, XLON/LSE-SETS, 797]
09:22:54.033 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQW.N, vpSize 70304, data [AQW.N, AQW.N Corporation, USD, XNGS/NAS-GSM, 900]
09:22:54.033 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQW.OQ, vpSize 70304, data [AQW.OQ, AQW.OQ Co., CAD, XNYS/NYS-MAIN, 957]
09:22:54.033 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQW.AS, vpSize 70304, data [AQW.AS, AQW.AS B.V, EUR, XAMS/ENA-MAIN, 744]
09:22:54.033 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQX.L, vpSize 70304, data [AQX.L, AQX.L London PLC, CAD, XLON/LSE-SETS, 433]
09:22:54.033 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQX.N, vpSize 70304, data [AQX.N, AQX.N Corporation, EUR, XNGS/NAS-GSM, 900]
09:22:54.033 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQX.OQ, vpSize 70304, data [AQX.OQ, AQX.OQ Co., USD, XNYS/NYS-MAIN, 586]
09:22:54.033 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQX.AS, vpSize 70304, data [AQX.AS, AQX.AS B.V, USD, XAMS/ENA-MAIN, 526]
09:22:54.033 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQY.L, vpSize 70304, data [AQY.L, AQY.L London PLC, USD, XLON/LSE-SETS, 79]
09:22:54.033 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQY.N, vpSize 70304, data [AQY.N, AQY.N Corporation, EUR, XNGS/NAS-GSM, 149]
09:22:54.033 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQY.OQ, vpSize 70304, data [AQY.OQ, AQY.OQ Co., CAD, XNYS/NYS-MAIN, 289]
09:22:54.033 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQY.AS, vpSize 70304, data [AQY.AS, AQY.AS B.V, USD, XAMS/ENA-MAIN, 289]
09:22:54.034 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQZ.L, vpSize 70304, data [AQZ.L, AQZ.L London PLC, USD, XLON/LSE-SETS, 226]
09:22:54.034 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQZ.N, vpSize 70304, data [AQZ.N, AQZ.N Corporation, CAD, XNGS/NAS-GSM, 326]
09:22:54.034 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQZ.OQ, vpSize 70304, data [AQZ.OQ, AQZ.OQ Co., EUR, XNYS/NYS-MAIN, 528]
09:22:54.034 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AQZ.AS, vpSize 70304, data [AQZ.AS, AQZ.AS B.V, GBX, XAMS/ENA-MAIN, 668]
09:22:54.034 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ARA.L, vpSize 70304, data [ARA.L, ARA.L London PLC, EUR, XLON/LSE-SETS, 171]
09:22:54.035 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ARA.N, vpSize 70304, data [ARA.N, ARA.N Corporation, GBX, XNGS/NAS-GSM, 31]
09:22:54.037 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ARA.OQ, vpSize 70304, data [ARA.OQ, ARA.OQ Co., USD, XNYS/NYS-MAIN, 385]
09:22:54.041 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ARA.AS, vpSize 70304, data [ARA.AS, ARA.AS B.V, USD, XAMS/ENA-MAIN, 246]
09:22:54.043 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ARB.L, vpSize 70304, data [ARB.L, ARB.L London PLC, GBX, XLON/LSE-SETS, 355]
09:22:54.047 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ARB.N, vpSize 70304, data [ARB.N, ARB.N Corporation, EUR, XNGS/NAS-GSM, 497]
09:22:54.048 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ARB.OQ, vpSize 70304, data [ARB.OQ, ARB.OQ Co., GBX, XNYS/NYS-MAIN, 566]
09:22:54.049 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ARB.AS, vpSize 70304, data [ARB.AS, ARB.AS B.V, EUR, XAMS/ENA-MAIN, 236]
09:22:54.050 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ARC.L, vpSize 70304, data [ARC.L, ARC.L London PLC, USD, XLON/LSE-SETS, 296]
09:22:54.050 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ARC.N, vpSize 70304, data [ARC.N, ARC.N Corporation, EUR, XNGS/NAS-GSM, 346]
09:22:54.051 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ARC.OQ, vpSize 70304, data [ARC.OQ, ARC.OQ Co., CAD, XNYS/NYS-MAIN, 932]
09:22:54.052 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ARC.AS, vpSize 70304, data [ARC.AS, ARC.AS B.V, EUR, XAMS/ENA-MAIN, 544]
09:22:54.053 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ARD.L, vpSize 70304, data [ARD.L, ARD.L London PLC, CAD, XLON/LSE-SETS, 220]
09:22:54.096 [vpChangeThread1] INFO  i.v.vuu.client.swing.client.Worker - VP Range Change -> 2007 to 2148 
09:22:54.133 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ARD.N, vpSize 70304, data [ARD.N, ARD.N Corporation, EUR, XNGS/NAS-GSM, 888]
09:22:54.136 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ARD.OQ, vpSize 70304, data [ARD.OQ, ARD.OQ Co., GBX, XNYS/NYS-MAIN, 346]
09:22:54.137 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ARD.AS, vpSize 70304, data [ARD.AS, ARD.AS B.V, USD, XAMS/ENA-MAIN, 934]
09:22:54.138 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ARE.L, vpSize 70304, data [ARE.L, ARE.L London PLC, GBX, XLON/LSE-SETS, 915]
09:22:54.138 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ARE.N, vpSize 70304, data [ARE.N, ARE.N Corporation, CAD, XNGS/NAS-GSM, 875]
09:22:54.138 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ARE.OQ, vpSize 70304, data [ARE.OQ, ARE.OQ Co., CAD, XNYS/NYS-MAIN, 680]
09:22:54.138 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ARE.AS, vpSize 70304, data [ARE.AS, ARE.AS B.V, GBX, XAMS/ENA-MAIN, 747]
09:22:54.138 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ARF.L, vpSize 70304, data [ARF.L, ARF.L London PLC, CAD, XLON/LSE-SETS, 851]
09:22:54.139 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ARF.N, vpSize 70304, data [ARF.N, ARF.N Corporation, CAD, XNGS/NAS-GSM, 437]
09:22:54.139 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ARF.OQ, vpSize 70304, data [ARF.OQ, ARF.OQ Co., CAD, XNYS/NYS-MAIN, 730]
09:22:54.139 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ARF.AS, vpSize 70304, data [ARF.AS, ARF.AS B.V, CAD, XAMS/ENA-MAIN, 623]
09:22:54.139 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ARG.L, vpSize 70304, data [ARG.L, ARG.L London PLC, USD, XLON/LSE-SETS, 491]
09:22:54.139 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ARG.N, vpSize 70304, data [ARG.N, ARG.N Corporation, GBX, XNGS/NAS-GSM, 315]
09:22:54.139 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ARG.OQ, vpSize 70304, data [ARG.OQ, ARG.OQ Co., CAD, XNYS/NYS-MAIN, 389]
09:22:54.139 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ARG.AS, vpSize 70304, data [ARG.AS, ARG.AS B.V, CAD, XAMS/ENA-MAIN, 929]
09:22:54.139 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ARH.L, vpSize 70304, data [ARH.L, ARH.L London PLC, EUR, XLON/LSE-SETS, 614]
09:22:54.139 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ARH.N, vpSize 70304, data [ARH.N, ARH.N Corporation, CAD, XNGS/NAS-GSM, 402]
09:22:54.139 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ARH.OQ, vpSize 70304, data [ARH.OQ, ARH.OQ Co., GBX, XNYS/NYS-MAIN, 798]
09:22:54.139 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ARH.AS, vpSize 70304, data [ARH.AS, ARH.AS B.V, GBX, XAMS/ENA-MAIN, 311]
09:22:54.139 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ARI.L, vpSize 70304, data [ARI.L, ARI.L London PLC, USD, XLON/LSE-SETS, 727]
09:22:54.139 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ARI.N, vpSize 70304, data [ARI.N, ARI.N Corporation, CAD, XNGS/NAS-GSM, 900]
09:22:54.139 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ARI.OQ, vpSize 70304, data [ARI.OQ, ARI.OQ Co., CAD, XNYS/NYS-MAIN, 527]
09:22:54.139 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ARI.AS, vpSize 70304, data [ARI.AS, ARI.AS B.V, USD, XAMS/ENA-MAIN, 749]
09:22:54.139 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ARJ.L, vpSize 70304, data [ARJ.L, ARJ.L London PLC, EUR, XLON/LSE-SETS, 124]
